,batting_team,bowling_team,current_score,wickets_left,crr,city,balls_left,last_five,target
34949,India,Sri Lanka,75,9,7.38,Pallekele,59,37.0,156
19881,Australia,West Indies,144,4,8.0,London,12,50.0,170
39284,Sri Lanka,South Africa,127,6,8.02,Chittagong,25,42.0,166
37268,England,Australia,94,4,6.88,Melbourne,38,29.0,131
49907,Sri Lanka,India,123,3,6.65,Mirpur,9,42.0,139
15370,West Indies,England,124,7,8.96,London,37,60.0,170
17808,India,Australia,22,10,4.71,Durban,92,22.0,189
38198,Sri Lanka,Pakistan,110,6,6.41,Dubai,17,36.0,146
13949,South Africa,England,21,10,6.0,Cape Town,99,21.0,192
4892,Pakistan,Sri Lanka,50,10,7.69,Lahore,81,39.0,181
4452,India,England,86,6,6.45,Cardiff,40,43.0,149
49350,England,West Indies,31,7,5.31,Kolkata,85,25.0,156
49125,New Zealand,England,84,9,8.84,Delhi,63,47.0,154
1886,England,Australia,34,7,8.5,Melbourne,96,34.0,138
23297,New Zealand,Sri Lanka,66,8,6.29,Colombo,57,37.0,142
48169,India,Bangladesh,102,7,7.2,Bangalore,35,49.0,147
43840,New Zealand,South Africa,21,10,7.0,Centurion,102,21.0,178
35676,England,New Zealand,91,8,10.92,Auckland,70,66.0,215
48529,New Zealand,Bangladesh,78,8,5.92,Kolkata,41,26.0,146
29733,Australia,India,135,8,8.71,Sydney,27,50.0,172
37010,Sri Lanka,Bangladesh,100,6,8.22,Pallekele,47,28.0,199
13200,Australia,India,27,9,6.75,Sydney,96,27.0,187
22917,Australia,Pakistan,64,7,7.53,Dubai,69,27.0,109
48786,Australia,India,105,6,7.41,Chandigarh,35,28.0,161
24623,South Africa,New Zealand,49,9,7.35,Barbados,80,35.0,171
41640,Sri Lanka,Bangladesh,111,6,8.88,Chittagong,45,38.0,169
40272,South Africa,England,112,8,8.51,Chittagong,41,42.0,197
44668,South Africa,Australia,135,7,8.18,Cape Town,21,36.0,179
2633,Pakistan,West Indies,15,9,5.0,Trinidad,102,15.0,133
16298,Bangladesh,Australia,17,10,4.86,Cape Town,99,17.0,124
40253,South Africa,England,85,10,8.36,Chittagong,59,42.0,197
25288,West Indies,India,101,9,7.48,Barbados,39,47.0,170
44374,Australia,South Africa,79,7,9.12,Durban,68,50.0,158
42985,South Africa,Australia,17,8,4.86,Melbourne,99,17.0,102
13123,Australia,India,102,8,9.0,Sydney,52,37.0,195
37691,England,West Indies,31,10,11.62,Barbados,104,31.0,166
23083,Bangladesh,West Indies,92,3,5.94,St Kitts,27,26.0,119
4506,India,New Zealand,13,10,6.5,Delhi,108,13.0,203
25736,India,Sri Lanka,57,9,9.0,St Lucia,82,47.0,164
8096,New Zealand,India,19,10,8.77,Hamilton,107,19.0,213
48917,Afghanistan,West Indies,86,5,5.49,Nagpur,26,33.0,124
12897,Bangladesh,Pakistan,102,7,6.65,Lahore,28,33.0,142
13909,South Africa,England,149,6,8.6,Cape Town,16,44.0,180
26270,Australia,England,54,6,4.84,Barbados,53,29.0,148
15566,West Indies,Bangladesh,24,9,5.33,Johannesburg,93,24.0,165
12227,Pakistan,England,72,10,8.82,Manchester,71,47.0,196
8196,New Zealand,India,193,6,10.53,Hamilton,10,55.0,213
32791,West Indies,Sri Lanka,62,8,5.24,Pallekele,49,31.0,130
9873,Australia,South Africa,130,6,9.4,Johannesburg,37,35.0,197
6629,South Africa,Pakistan,57,10,6.98,Johannesburg,71,44.0,189
23242,New Zealand,Sri Lanka,11,10,7.33,Colombo,111,11.0,142
37132,South Africa,Sri Lanka,53,6,4.61,Colombo,51,28.0,116
43769,New Zealand,South Africa,97,9,8.56,Durban,52,37.0,152
6785,Pakistan,South Africa,98,5,7.64,Centurion,43,30.0,169
34981,India,Sri Lanka,121,8,7.98,Pallekele,29,44.0,156
21575,South Africa,India,73,8,6.35,Nottingham,51,23.0,131
35156,New Zealand,England,34,9,11.33,London,102,34.0,202
50195,Bangladesh,India,34,8,5.67,Mirpur,84,25.0,121
2263,England,New Zealand,24,8,7.58,Hamilton,101,24.0,195
43313,England,South Africa,118,3,6.68,Cape Town,14,37.0,135
32040,Bangladesh,Pakistan,79,8,8.62,Pallekele,65,34.0,176
35978,New Zealand,England,124,5,6.89,Wellington,12,35.0,140
23779,Afghanistan,India,44,7,4.33,St Lucia,59,15.0,116
27305,Pakistan,England,5,10,5.0,Dubai,114,5.0,130
17512,Bangladesh,Pakistan,129,3,7.66,Cape Town,19,27.0,141
33973,West Indies,England,12,9,4.24,Nottingham,103,12.0,173
11661,India,West Indies,98,9,8.17,Lauderhill,48,35.0,168
32866,South Africa,Australia,23,8,5.52,Colombo,95,23.0,147
26373,Bangladesh,New Zealand,43,5,5.38,Hamilton,72,25.0,79
26359,Bangladesh,New Zealand,37,8,6.53,Hamilton,86,34.0,79
6984,South Africa,Sri Lanka,21,9,5.04,Centurion,95,21.0,181
37891,South Africa,Australia,46,7,5.75,Centurion,72,30.0,129
29980,South Africa,New Zealand,115,5,7.04,Wellington,22,47.0,148
5350,India,South Africa,171,3,8.55,Cape Town,0,45.0,173
18527,West Indies,South Africa,24,9,6.26,Johannesburg,97,24.0,132
7507,Bangladesh,West Indies,66,6,7.92,St Kitts,70,46.0,144
32339,West Indies,England,154,6,8.56,Pallekele,12,36.0,180
48184,India,Bangladesh,117,5,7.02,Bangalore,20,40.0,147
30552,West Indies,England,44,7,4.47,London,61,20.0,114
11719,England,Australia,14,10,10.5,Southampton,112,14.0,163
34410,West Indies,Australia,43,10,9.92,Barbados,94,43.0,161
7511,Bangladesh,West Indies,79,6,9.29,St Kitts,69,47.0,144
49120,New Zealand,England,78,9,9.0,Delhi,68,47.0,154
15046,South Africa,India,15,10,6.92,Johannesburg,107,15.0,127
45832,Pakistan,New Zealand,33,10,7.33,Auckland,93,33.0,172
3824,New Zealand,West Indies,137,9,11.42,Mount Maunganui,48,62.0,244
11167,India,New Zealand,110,7,8.35,Hamilton,41,27.0,180
42958,Australia,South Africa,137,5,7.15,Adelaide,5,36.0,145
22767,South Africa,England,29,10,6.96,Centurion,95,29.0,242
13107,Australia,India,79,8,9.12,Sydney,68,33.0,195
31298,India,Afghanistan,70,7,6.67,Colombo,57,36.0,160
9101,West Indies,India,28,7,6.0,Kolkata,92,28.0,110
9827,Australia,South Africa,78,9,10.4,Johannesburg,75,57.0,197
19632,Australia,New Zealand,131,5,7.35,Sydney,13,43.0,151
12819,Bangladesh,Pakistan,15,10,5.29,Lahore,103,15.0,142
44951,Australia,India,16,10,7.38,Sydney,107,16.0,198
39072,Pakistan,India,9,10,5.4,Mirpur,110,9.0,131
6529,South Africa,Pakistan,116,9,9.67,Cape Town,48,54.0,193
3473,Afghanistan,West Indies,40,9,9.23,St Kitts,94,40.0,147
10604,New Zealand,England,83,7,6.92,Christchurch,48,35.0,154
45685,Sri Lanka,New Zealand,1,10,1.2,Auckland,115,1.0,143
13595,Pakistan,New Zealand,29,6,4.7,Auckland,83,22.0,154
35659,England,New Zealand,51,9,9.27,Auckland,87,46.0,215
48380,South Africa,West Indies,47,5,5.64,Nagpur,70,25.0,123
38380,New Zealand,West Indies,55,9,9.17,Auckland,84,50.0,190
12774,Sri Lanka,Pakistan,108,6,6.82,Lahore,25,28.0,148
46637,South Africa,Sri Lanka,35,10,8.75,Cape Town,96,35.0,170
13942,South Africa,England,11,10,4.71,Cape Town,106,11.0,192
28061,Pakistan,South Africa,37,6,5.29,Abu Dhabi,78,28.0,121
29237,South Africa,Australia,102,7,6.31,Cape Town,23,35.0,147
9499,Pakistan,Australia,63,8,6.52,Sydney,62,31.0,108
3697,New Zealand,West Indies,3,9,3.6,Mount Maunganui,115,3.0,103
36468,Australia,Sri Lanka,128,7,6.8,Sydney,7,42.0,138
49450,India,Bangladesh,9,9,3.86,Mirpur,106,9.0,167
40947,Sri Lanka,West Indies,1,10,6.0,Mirpur,119,1.0,161
6932,Sri Lanka,South Africa,102,5,6.31,Cape Town,23,29.0,135
8419,Pakistan,Australia,105,9,7.68,Abu Dhabi,38,39.0,156
17231,India,England,110,10,9.17,Durban,48,48.0,219
17227,India,England,104,10,9.18,Durban,52,57.0,219
22480,India,New Zealand,140,3,7.64,Christchurch,10,39.0,163
5353,Sri Lanka,India,1,10,3.0,Mumbai,118,1.0,136
48115,India,Bangladesh,28,10,5.42,Bangalore,89,26.0,147
37929,South Africa,Australia,81,4,5.72,Centurion,35,24.0,129
9851,Australia,South Africa,104,8,9.75,Johannesburg,56,31.0,197
33950,West Indies,Sri Lanka,124,4,6.47,Colombo,5,50.0,138
38229,Sri Lanka,Pakistan,17,10,7.85,Dubai,107,17.0,212
45653,New Zealand,Sri Lanka,133,8,8.49,Mount Maunganui,26,32.0,183
37808,South Africa,Australia,6,10,3.6,Durban,110,6.0,81
37837,South Africa,Australia,62,9,9.54,Durban,81,56.0,81
26651,New Zealand,Australia,164,5,10.04,Christchurch,22,74.0,215
22462,India,New Zealand,115,3,7.42,Christchurch,27,30.0,163
18756,England,New Zealand,3,10,2.57,Christchurch,113,3.0,194
10760,New Zealand,England,151,4,8.55,Wellington,14,35.0,177
35825,New Zealand,England,110,8,8.57,Hamilton,43,40.0,193
273,New Zealand,Bangladesh,40,9,10.0,Mount Maunganui,96,40.0,196
41834,South Africa,West Indies,30,9,6.92,Cape Town,94,30.0,166
36191,Pakistan,Australia,91,8,6.91,Dubai,41,43.0,152
17320,Sri Lanka,Australia,26,6,4.22,Cape Town,83,19.0,102
7808,Bangladesh,West Indies,148,5,9.06,Lauderhill,22,43.0,185
47649,Sri Lanka,West Indies,54,5,5.4,Bangalore,60,22.0,123
39406,Pakistan,Australia,144,7,9.49,Mirpur,29,55.0,192
17762,New Zealand,Pakistan,116,3,6.76,Cape Town,17,36.0,144
35957,New Zealand,England,96,6,6.62,Wellington,33,34.0,140
33616,Sri Lanka,Pakistan,30,10,5.62,Colombo,88,26.0,140
393,New Zealand,Bangladesh,20,10,6.32,Mount Maunganui,101,20.0,195
19957,India,Bangladesh,83,9,8.03,Nottingham,58,32.0,181
18993,Australia,England,54,9,6.61,Manchester,71,30.0,146
20763,Sri Lanka,Pakistan,137,5,7.47,London,10,32.0,151
14108,England,Australia,76,8,8.6,Southampton,67,46.0,180
46152,New Zealand,Pakistan,144,6,8.91,Wellington,23,48.0,197
24348,Australia,Bangladesh,21,9,7.0,Barbados,102,21.0,142
11727,England,Australia,31,10,11.62,Southampton,104,31.0,163
15865,India,Pakistan,85,5,6.46,Durban,41,41.0,142
38388,New Zealand,West Indies,59,8,8.05,Auckland,76,33.0,190
2451,New Zealand,Australia,110,3,8.15,Auckland,39,32.0,151
46133,New Zealand,Pakistan,115,6,8.85,Wellington,42,49.0,197
27739,Australia,England,80,5,6.76,Melbourne,49,17.0,148
46854,New Zealand,India,111,4,5.84,Nagpur,6,32.0,127
41825,South Africa,West Indies,21,10,7.41,Cape Town,103,21.0,166
27884,New Zealand,Sri Lanka,91,5,5.81,Lauderhill,26,33.0,121
48689,England,Sri Lanka,161,7,8.4,Delhi,5,64.0,172
28656,India,England,25,10,7.89,Manchester,101,25.0,166
13226,Australia,India,68,9,8.5,Sydney,72,43.0,187
30340,India,England,87,4,5.74,Kolkata,29,22.0,121
28000,New Zealand,Sri Lanka,68,3,4.74,Lauderhill,34,23.0,82
37287,England,Australia,104,3,6.24,Melbourne,20,18.0,131
14317,Sri Lanka,England,25,10,8.33,Southampton,102,25.0,164
16401,Bangladesh,Australia,120,4,6.21,Cape Town,4,31.0,124
35399,New Zealand,South Africa,9,10,4.91,Durban,109,9.0,87
6571,South Africa,Pakistan,183,5,9.72,Cape Town,7,45.0,193
8120,New Zealand,India,66,10,11.0,Hamilton,84,54.0,213
45494,England,Pakistan,72,7,7.58,Manchester,63,38.0,136
45323,Sri Lanka,England,10,10,6.0,Southampton,110,10.0,141
47050,Pakistan,Bangladesh,93,9,8.86,Kolkata,57,43.0,202
25524,Pakistan,South Africa,72,6,6.17,St Lucia,50,49.0,149
2501,West Indies,Pakistan,5,10,3.0,Barbados,110,5.0,112
33341,Pakistan,Australia,2,10,6.0,Colombo,118,2.0,150
22853,South Africa,England,220,5,12.11,Centurion,11,50.0,242
3547,Afghanistan,West Indies,108,5,6.61,St Kitts,22,43.0,147
35621,Pakistan,South Africa,189,4,9.78,Centurion,4,34.0,196
20914,South Africa,West Indies,22,10,7.76,London,103,22.0,184
22440,India,New Zealand,91,4,7.69,Christchurch,49,32.0,163
43227,England,South Africa,38,10,10.86,Cape Town,99,38.0,135
49136,New Zealand,England,96,8,8.6,Delhi,53,43.0,154
37681,England,West Indies,9,10,7.71,Barbados,113,9.0,166
15695,England,Australia,31,9,5.31,Cape Town,85,29.0,136
38062,Pakistan,South Africa,71,4,4.58,Dubai,27,27.0,99
46771,New Zealand,India,33,8,5.5,Nagpur,84,20.0,127
28937,West Indies,Pakistan,72,9,8.31,St Lucia,68,46.0,151
15042,South Africa,India,7,10,4.67,Johannesburg,111,7.0,127
49833,Sri Lanka,India,31,7,4.77,Mirpur,81,26.0,139
47449,Pakistan,India,95,7,6.26,Kolkata,29,43.0,119
16140,Bangladesh,South Africa,131,2,7.42,Cape Town,14,27.0,145
37725,England,West Indies,79,10,9.48,Barbados,70,41.0,166
17489,Bangladesh,Pakistan,106,6,8.05,Cape Town,41,39.0,141
11868,Australia,England,39,7,6.5,Southampton,84,38.0,158
20281,South Africa,New Zealand,10,10,5.45,London,109,10.0,129
21481,Sri Lanka,New Zealand,124,7,7.75,Nottingham,24,38.0,159
18599,West Indies,South Africa,86,4,5.61,Johannesburg,28,36.0,132
49391,England,West Indies,97,6,7.66,Kolkata,44,52.0,156
20748,Sri Lanka,Pakistan,128,7,8.08,London,25,39.0,151
21426,Sri Lanka,New Zealand,57,8,7.77,Nottingham,76,42.0,159
30567,West Indies,England,55,7,4.46,London,46,25.0,114
41221,India,Sri Lanka,23,9,4.76,Mirpur,91,23.0,131
8211,New Zealand,Sri Lanka,3,9,3.6,Auckland,115,3.0,180
36814,India,Pakistan,2,10,4.0,Bangalore,117,2.0,134
19549,Australia,New Zealand,38,9,9.12,Sydney,95,38.0,151
450,New Zealand,Bangladesh,90,7,7.11,Mount Maunganui,44,45.0,195
38656,Sri Lanka,England,86,6,7.82,London,54,42.0,184
22330,New Zealand,West Indies,146,7,10.43,Hamilton,36,45.0,192
17705,New Zealand,Pakistan,50,9,6.38,Cape Town,73,34.0,144
22001,India,New Zealand,2,10,1.71,Wellington,113,2.0,150
31336,India,Afghanistan,121,6,7.19,Colombo,19,46.0,160
47347,South Africa,England,206,6,11.14,Mumbai,9,55.0,230
15156,South Africa,India,124,1,6.25,Johannesburg,1,30.0,127
33498,India,South Africa,36,7,6.0,Colombo,84,27.0,153
22794,South Africa,England,108,10,12.96,Centurion,70,81.0,242
29087,India,West Indies,72,6,5.84,Trinidad,46,23.0,160
32242,West Indies,England,20,10,10.0,Pallekele,108,20.0,180
681,South Africa,England,65,7,6.19,Southampton,57,26.0,143
22260,New Zealand,West Indies,17,10,6.0,Hamilton,103,17.0,192
33253,Sri Lanka,England,46,9,7.46,Pallekele,83,35.0,170
4235,Pakistan,New Zealand,158,5,8.7,Mount Maunganui,11,53.0,182
18998,Australia,England,54,7,6.11,Manchester,67,23.0,146
43535,South Africa,Bangladesh,90,6,6.75,Mirpur,40,35.0,149
7740,Bangladesh,West Indies,71,8,12.17,Lauderhill,85,65.0,185
48576,England,Sri Lanka,4,10,4.8,Delhi,115,4.0,172
35302,Australia,England,52,9,8.91,Southampton,85,42.0,249
16613,Pakistan,Sri Lanka,116,7,8.7,Johannesburg,40,65.0,190
16988,Sri Lanka,Bangladesh,91,6,6.42,Johannesburg,35,33.0,148
26194,Pakistan,Australia,185,6,9.65,St Lucia,5,69.0,192
29320,Australia,South Africa,50,8,5.56,Johannesburg,66,33.0,148
15271,West Indies,England,198,5,10.9,London,11,66.0,209
25966,Sri Lanka,England,25,8,6.82,St Lucia,98,25.0,129
33182,West Indies,New Zealand,105,4,7.33,Pallekele,34,22.0,140
44644,South Africa,Australia,108,8,8.64,Cape Town,45,34.0,179
31616,West Indies,Australia,8,9,5.33,Colombo,111,8.0,192
18871,England,New Zealand,193,3,9.65,Christchurch,0,65.0,194
34776,West Indies,New Zealand,22,9,11.0,Lauderhill,108,22.0,178
2553,West Indies,Pakistan,44,5,4.4,Barbados,60,12.0,112
37706,England,West Indies,58,10,11.23,Barbados,89,58.0,166
3353,Afghanistan,West Indies,110,0,5.5,St Kitts,0,48.0,111
11066,New Zealand,India,111,6,6.66,Auckland,20,34.0,133
11492,West Indies,India,28,6,5.42,Lauderhill,89,28.0,96
34517,South Africa,India,22,10,14.67,Johannesburg,111,22.0,220
29137,India,West Indies,159,4,7.88,Trinidad,0,68.0,160
84,Australia,Sri Lanka,99,8,7.07,Melbourne,36,32.0,169
21294,England,West Indies,49,9,8.17,London,84,42.0,162
7048,South Africa,Sri Lanka,125,8,8.43,Centurion,31,47.0,181
4737,Sri Lanka,Pakistan,5,10,3.75,Abu Dhabi,112,5.0,125
10364,India,Bangladesh,98,7,7.44,Nagpur,41,44.0,175
28721,India,England,117,6,8.46,Manchester,37,46.0,166
25651,New Zealand,England,85,7,6.8,St Lucia,45,39.0,150
17031,New Zealand,South Africa,2,10,2.0,Durban,114,2.0,154
35945,New Zealand,England,86,7,6.88,Wellington,45,43.0,140
5611,Bangladesh,India,10,10,6.67,Colombo,111,10.0,140
41342,South Africa,Pakistan,49,10,10.89,Johannesburg,93,49.0,154
2003,New Zealand,England,26,10,9.18,Wellington,103,26.0,197
44517,South Africa,Australia,108,7,9.0,Johannesburg,48,33.0,205
24296,South Africa,Afghanistan,91,5,6.28,Barbados,33,19.0,140
26784,Pakistan,England,108,6,6.0,Cardiff,12,31.0,127
1392,West Indies,Pakistan,22,5,4.4,Dubai,90,21.0,116
47801,Bangladesh,Australia,98,6,6.84,Bangalore,34,36.0,157
37264,England,Australia,92,4,6.99,Melbourne,41,31.0,131
5254,India,South Africa,45,9,9.64,Cape Town,92,45.0,173
21959,Sri Lanka,Pakistan,77,4,5.31,London,33,24.0,139
28430,New Zealand,Pakistan,52,9,8.0,Hamilton,81,48.0,186
40896,West Indies,Pakistan,74,6,6.08,Mirpur,47,29.0,167
8790,Pakistan,New Zealand,92,7,6.57,Abu Dhabi,36,35.0,149
34271,West Indies,Australia,8,10,5.33,St Lucia,111,8.0,151
12922,Bangladesh,Pakistan,131,5,6.78,Lahore,4,33.0,142
28532,Pakistan,New Zealand,28,10,9.33,Christchurch,102,28.0,184
36043,Australia,Pakistan,47,7,5.42,Dubai,68,28.0,90
13036,Bangladesh,Pakistan,117,5,6.56,Lahore,13,38.0,137
